city,timestamp,temperature,season
New York,2010-06-07,24.023662011616906,summer
New York,2010-06-08,20.998005579698386,summer
New York,2010-06-09,20.66937683559131,summer
New York,2010-06-10,21.820842647896757,summer
New York,2010-06-11,18.43576356378859,summer
New York,2010-06-12,23.723345205916864,summer
New York,2010-06-13,22.93255320968616,summer
New York,2010-06-14,27.04282780463916,summer
New York,2010-06-15,36.75643358691463,summer
New York,2010-06-16,28.231973771074347,summer
New York,2010-06-17,22.11470892544228,summer
New York,2010-06-18,31.822041999647208,summer
New York,2010-06-19,25.050841472954485,summer
New York,2010-06-20,25.210514477796274,summer
New York,2010-06-21,21.98674423282303,summer
New York,2010-06-22,27.766462793154453,summer
New York,2010-06-23,25.099368665357716,summer
New York,2010-06-24,26.5885097838618,summer
New York,2010-06-25,26.236234596568007,summer
New York,2010-06-26,26.8649632765604,summer
New York,2010-06-27,23.84315683812068,summer
New York,2010-06-28,28.03395099690744,summer
New York,2010-06-29,25.973257316249065,summer
New York,2010-06-30,30.297733483589628,summer
New York,2010-07-01,21.711302419476866,summer
New York,2010-07-02,19.468507961869204,summer
New York,2010-07-03,29.032973381422355,summer
New York,2010-07-04,24.65207280295025,summer
New York,2010-07-05,24.700004708177893,summer
New York,2010-07-06,24.910242810860833,summer
New York,2010-07-07,28.40780096319201,summer
New York,2010-07-08,29.869607811632278,summer
New York,2010-07-09,22.159924112564116,summer
New York,2010-07-10,25.219260826990634,summer
New York,2010-07-11,21.545970445076232,summer
New York,2010-07-12,25.092218663403354,summer
New York,2010-07-13,25.097325976978198,summer
New York,2010-07-14,33.1337110626874,summer
New York,2010-07-15,30.228630077474335,summer
New York,2010-07-16,18.170901351316118,summer
New York,2010-07-17,19.206795184669243,summer
New York,2010-07-18,26.521871260485092,summer
New York,2010-07-19,25.03010960886482,summer
New York,2010-07-20,20.20985825901151,summer
New York,2010-07-21,21.82530982573372,summer
New York,2010-07-22,28.15531844725664,summer
New York,2010-07-23,29.137568406116067,summer
New York,2010-07-24,22.952059968976855,summer
New York,2010-07-25,26.765802008630143,summer
New York,2010-07-26,24.013787216017494,summer
New York,2010-07-27,19.937643674837727,summer
New York,2010-07-28,18.09132329211543,summer
New York,2010-07-29,26.436673322138986,summer
New York,2010-07-30,23.920539506050435,summer
New York,2010-07-31,23.386450044628944,summer
New York,2010-08-01,22.486891291251542,summer
New York,2010-08-02,38.16692864026711,summer
New York,2010-08-03,23.399944766639074,summer
New York,2010-08-04,21.81449574822691,summer
New York,2010-08-05,27.776924633149,summer
New York,2010-08-06,18.888070706678334,summer
New York,2010-08-07,28.517694550428725,summer
New York,2010-08-08,25.83882271382856,summer
New York,2010-08-09,23.57704223526218,summer
New York,2010-08-10,26.71352879577237,summer
New York,2010-08-11,27.81171585521994,summer
New York,2010-08-12,18.683073505610093,summer
New York,2010-08-13,18.414242993331346,summer
New York,2010-08-14,29.518320459485324,summer
New York,2010-08-15,17.86636615989544,summer
New York,2010-08-16,28.20063878185521,summer
New York,2010-08-17,22.699994339620563,summer
New York,2010-08-18,27.938866132508746,summer
New York,2010-08-19,22.697781319383967,summer
New York,2010-08-20,23.48098390838905,summer
New York,2010-08-21,26.401951954238843,summer
New York,2010-08-22,17.599943333413457,summer
New York,2010-08-23,20.907380470859092,summer
New York,2010-08-24,26.323073386333277,summer
New York,2010-08-25,24.009843145345645,summer
New York,2010-08-26,28.197205543586684,summer
New York,2010-08-27,24.59874578858521,summer
New York,2010-08-28,22.947893727079112,summer
New York,2010-08-29,24.534065324972353,summer
New York,2010-08-30,25.27892839974178,summer
New York,2010-08-31,22.351216588197104,summer
New York,2010-09-01,21.401577633055368,autumn
New York,2010-09-02,7.101189519979513,autumn
New York,2010-09-03,21.670484824709362,autumn
New York,2010-09-04,16.332386159127704,autumn
New York,2010-09-05,10.992421040932049,autumn
New York,2010-09-06,11.828686221912019,autumn
New York,2010-09-07,11.334025662526788,autumn
New York,2010-09-08,12.80006955132865,autumn
New York,2010-09-09,11.565885408224434,autumn
New York,2010-09-10,28.148647453197242,autumn
New York,2010-09-11,18.09371093299975,autumn
New York,2010-09-12,23.54566290636417,autumn
New York,2010-09-13,4.277334683377649,autumn
New York,2010-09-14,9.052985082997335,autumn
New York,2010-09-15,7.269815656671632,autumn
New York,2010-09-16,16.81738883414098,autumn
New York,2010-09-17,7.222339209733747,autumn
New York,2010-09-18,17.69502072277185,autumn
New York,2010-09-19,8.577793583283974,autumn
New York,2010-09-20,17.36469529109439,autumn
New York,2010-09-21,8.031533358319793,autumn
New York,2010-09-22,12.77307317770637,autumn
New York,2010-09-23,19.315427389451536,autumn
New York,2010-09-24,29.880179776391916,autumn
New York,2010-09-25,21.35503886102421,autumn
New York,2010-09-26,23.65853225944938,autumn
New York,2010-09-27,16.305052976587003,autumn
New York,2010-09-28,17.528184087450157,autumn
New York,2010-09-29,9.909463673109943,autumn
New York,2010-09-30,12.105910847053755,autumn
New York,2010-10-01,9.399022203047746,autumn
New York,2010-10-02,13.779547835224312,autumn
New York,2010-10-03,17.44894421392578,autumn
New York,2010-10-04,24.809967575442485,autumn
New York,2010-10-05,4.066541050715324,autumn
New York,2010-10-06,19.043242440671992,autumn
New York,2010-10-07,10.20715233637804,autumn
New York,2010-10-08,16.077242174688582,autumn
New York,2010-10-09,10.191696844387998,autumn
New York,2010-10-10,20.850897193012838,autumn
New York,2010-10-11,8.527688116541741,autumn
New York,2010-10-12,16.081848541383057,autumn
New York,2010-10-13,19.586368127258666,autumn
New York,2010-10-14,24.510142918298648,autumn
New York,2010-10-15,24.41695957122985,autumn
New York,2010-10-16,19.927921300006773,autumn
New York,2010-10-17,12.241749644396563,autumn
New York,2010-10-18,15.559120397829883,autumn
New York,2010-10-19,20.515328289409265,autumn
New York,2010-10-20,11.573711998351602,autumn
New York,2010-10-21,13.78034344099483,autumn
New York,2010-10-22,12.202739936403491,autumn
New York,2010-10-23,9.110247733575187,autumn
New York,2010-10-24,12.706163445252777,autumn
New York,2010-10-25,23.430151616954838,autumn
New York,2010-10-26,8.084794811669383,autumn
New York,2010-10-27,7.672734549982164,autumn
New York,2010-10-28,14.38272444502922,autumn
New York,2010-10-29,22.604051592573274,autumn
New York,2010-10-30,17.8761178317388,autumn
New York,2010-10-31,19.62542210458025,autumn
New York,2010-11-01,25.267678672578796,autumn
New York,2010-11-02,17.390298396542015,autumn
New York,2010-11-03,18.848898370152046,autumn
New York,2010-11-04,26.04078886353177,autumn
New York,2010-11-05,13.545693475416138,autumn
New York,2010-11-06,18.090380555343362,autumn
New York,2010-11-07,22.977467523072267,autumn
New York,2010-11-08,18.20752510956579,autumn
New York,2010-11-09,19.93273111334964,autumn
New York,2010-11-10,9.730020307191309,autumn
New York,2010-11-11,15.654256280028987,autumn
New York,2010-11-12,14.308088522587298,autumn
New York,2010-11-13,9.267680191787086,autumn
New York,2010-11-14,15.469560242084958,autumn
New York,2010-11-15,8.903889581774408,autumn
New York,2010-11-16,14.841020596469608,autumn
New York,2010-11-17,19.520753969665634,autumn
New York,2010-11-18,14.859844165818958,autumn
New York,2010-11-19,18.00825351210896,autumn
New York,2010-11-20,17.250952495066507,autumn
New York,2010-11-21,20.414509848621016,autumn
New York,2010-11-22,16.16281446817308,autumn
New York,2010-11-23,11.4838186356705,autumn
New York,2010-11-24,11.665775999161712,autumn
New York,2010-11-25,17.70534933715597,autumn
New York,2010-11-26,16.593084730784835,autumn
New York,2010-11-27,22.626430779917133,autumn
New York,2010-11-28,19.19179993695499,autumn
New York,2010-11-29,17.79921498438387,autumn
New York,2010-11-30,17.15464670912671,autumn
New York,2010-12-01,8.696254156886996,winter
New York,2010-12-02,-4.648378524607628,winter
New York,2010-12-03,-5.689787160915067,winter
New York,2010-12-04,-7.023350501729096,winter
New York,2010-12-05,8.103407710839186,winter
New York,2010-12-06,-0.00617923828087249,winter
New York,2010-12-07,-11.700996455590904,winter
New York,2010-12-08,-1.4215854171854252,winter
New York,2010-12-09,0.22409698369112008,winter
New York,2010-12-10,0.4792925901212022,winter
New York,2010-12-11,6.951104149747474,winter
New York,2010-12-12,-3.4347103992592825,winter
New York,2010-12-13,-0.5348602837158847,winter
New York,2010-12-14,-5.517332796257292,winter
New York,2010-12-15,7.043804026776696,winter
New York,2010-12-16,1.6151713811749626,winter
New York,2010-12-17,1.2540510356235224,winter
New York,2010-12-18,-4.740782369115115,winter
New York,2010-12-19,5.410141953915561,winter
New York,2010-12-20,-12.200618757416848,winter
New York,2010-12-21,-5.510976204646697,winter
New York,2010-12-22,8.181260769809487,winter
New York,2010-12-23,-0.41751772865162673,winter
New York,2010-12-24,4.910325455770288,winter
New York,2010-12-25,-3.7835484629920217,winter
New York,2010-12-26,4.209903701602446,winter
New York,2010-12-27,-1.1874537275415251,winter
New York,2010-12-28,-1.9637347531671734,winter
New York,2010-12-29,-11.615072876366883,winter
New York,2010-12-30,6.682949591924166,winter
New York,2010-12-31,-2.8280708500190075,winter
New York,2011-01-01,-11.245116284001648,winter
New York,2011-01-02,-5.55591048318946,winter
New York,2011-01-03,-1.9180205418824907,winter
New York,2011-01-04,2.197290288068263,winter
New York,2011-01-05,-7.990794928325741,winter
New York,2011-01-06,-2.926272506842654,winter
New York,2011-01-07,1.5047301334897805,winter
New York,2011-01-08,-9.076530942765634,winter
New York,2011-01-09,3.6123256090557536,winter
New York,2011-01-10,-3.5135490536209515,winter
New York,2011-01-11,-7.345300670557233,winter
New York,2011-01-12,0.03203349600251121,winter
New York,2011-01-13,9.50749543655304,winter
New York,2011-01-14,-1.0718713030303144,winter
New York,2011-01-15,-1.995186510662098,winter
New York,2011-01-16,3.7897343361184985,winter
New York,2011-01-17,-8.791054006409876,winter
New York,2011-01-18,-9.498462104554559,winter
New York,2011-01-19,1.155647526854609,winter
New York,2011-01-20,-5.226210274861773,winter
New York,2011-01-21,1.0734948901521486,winter
New York,2011-01-22,-7.219577446469753,winter
New York,2011-01-23,3.1904635574590037,winter
New York,2011-01-24,3.6607571623077897,winter
New York,2011-01-25,1.534221815007023,winter
New York,2011-01-26,2.4233376478905315,winter
New York,2011-01-27,7.132491876893803,winter
New York,2011-01-28,-8.352416090908202,winter
New York,2011-01-29,2.375727969690255,winter
New York,2011-01-30,-4.473490538937264,winter
New York,2011-01-31,4.432927500332248,winter
New York,2011-02-01,5.919199838701239,winter
New York,2011-02-02,0.4526654772172523,winter
New York,2011-02-03,4.687908191810842,winter
New York,2011-02-04,1.2212550349201388,winter
New York,2011-02-05,-1.1698623006935116,winter
New York,2011-02-06,0.2941098475889482,winter
New York,2011-02-07,-7.291991785086385,winter
New York,2011-02-08,2.044732803275062,winter
New York,2011-02-09,0.6472876832641067,winter
New York,2011-02-10,-1.0514420114657288,winter
New York,2011-02-11,-7.004002545458352,winter
New York,2011-02-12,1.506134415093017,winter
New York,2011-02-13,4.917274470302996,winter
New York,2011-02-14,1.2216747690240939,winter
New York,2011-02-15,9.79770586648238,winter
New York,2011-02-16,-0.8523929087161441,winter
New York,2011-02-17,8.791295874052663,winter
New York,2011-02-18,-1.3601510575217879,winter
New York,2011-02-19,-1.689863915224703,winter
New York,2011-02-20,0.7907947144134686,winter
New York,2011-02-21,0.7165440432386817,winter
New York,2011-02-22,-1.4590995452254176,winter
New York,2011-02-23,11.614288235056534,winter
New York,2011-02-24,2.854669200686561,winter
New York,2011-02-25,2.2780677361603225,winter
New York,2011-02-26,-1.4873005629665006,winter
New York,2011-02-27,4.519939894428598,winter
New York,2011-02-28,-9.123517919600614,winter
New York,2011-03-01,16.80542690902098,spring
New York,2011-03-02,11.50415952056071,spring
New York,2011-03-03,12.911827407020263,spring
New York,2011-03-04,14.40253731511356,spring
New York,2011-03-05,15.51137260993116,spring
New York,2011-03-06,13.705953485405836,spring
New York,2011-03-07,17.06386864536781,spring
New York,2011-03-08,-0.7290640100675527,spring
New York,2011-03-09,5.992366056178542,spring
New York,2011-03-10,9.34588883133322,spring
New York,2011-03-11,3.498604934022852,spring
New York,2011-03-12,9.079241697422889,spring
New York,2011-03-13,7.22638232243186,spring
New York,2011-03-14,12.957082787180681,spring
New York,2011-03-15,13.249010324334717,spring
New York,2011-03-16,6.066138661634698,spring
New York,2011-03-17,5.6575605236656585,spring
New York,2011-03-18,13.892758467560094,spring
New York,2011-03-19,11.148556645340523,spring
New York,2011-03-20,5.866238948915888,spring
New York,2011-03-21,8.53868964998192,spring
New York,2011-03-22,6.258588823997048,spring
New York,2011-03-23,15.963052643734644,spring
New York,2011-03-24,9.066748734818317,spring
New York,2011-03-25,7.853232234437984,spring
New York,2011-03-26,5.574357769013917,spring
New York,2011-03-27,9.716047469622353,spring
New York,2011-03-28,20.320971794593465,spring
New York,2011-03-29,3.680547708189396,spring
New York,2011-03-30,12.696095087606794,spring
New York,2011-03-31,9.96981520070634,spring
New York,2011-04-01,-1.6868559068420175,spring
New York,2011-04-02,6.279393818034716,spring
New York,2011-04-03,11.763794840756209,spring
New York,2011-04-04,0.1762964231179731,spring
New York,2011-04-05,9.60064628884362,spring
New York,2011-04-06,6.891422245036854,spring
New York,2011-04-07,2.8627536124873556,spring
New York,2011-04-08,5.326352260594096,spring
New York,2011-04-09,13.806705908850729,spring
New York,2011-04-10,8.391013041208312,spring
New York,2011-04-11,6.618576788736624,spring
New York,2011-04-12,2.3933996652292313,spring
New York,2011-04-13,8.26198959533574,spring
New York,2011-04-14,9.453504367584513,spring
New York,2011-04-15,12.594271622109918,spring
New York,2011-04-16,6.391233954746248,spring
New York,2011-04-17,10.868315354413465,spring
New York,2011-04-18,16.475760161265146,spring
New York,2011-04-19,15.967312968257625,spring
New York,2011-04-20,10.65079643102515,spring
New York,2011-04-21,4.4550161463812845,spring
New York,2011-04-22,-1.0591321959117983,spring
New York,2011-04-23,10.902031581371157,spring
New York,2011-04-24,20.247864383849674,spring
New York,2011-04-25,2.5965814576987265,spring
New York,2011-04-26,16.196749196002802,spring
New York,2011-04-27,3.4419767614695163,spring
New York,2011-04-28,13.247600685778202,spring
New York,2011-04-29,10.145753062708499,spring
New York,2011-04-30,4.695119216849815,spring
New York,2011-05-01,7.2455655565464,spring
New York,2011-05-02,11.890340770214882,spring
New York,2011-05-03,7.456339592092874,spring
New York,2011-05-04,9.311106249783485,spring
New York,2011-05-05,13.84622302201481,spring
New York,2011-05-06,11.064635106529485,spring
New York,2011-05-07,8.135295259231274,spring
New York,2011-05-08,16.092525481115683,spring
New York,2011-05-09,4.145678926024841,spring
New York,2011-05-10,10.185595478177213,spring
New York,2011-05-11,8.456075980709448,spring
New York,2011-05-12,12.893891640992823,spring
New York,2011-05-13,0.14129715552396394,spring
New York,2011-05-14,5.44472009930894,spring
New York,2011-05-15,0.21927744680659056,spring
New York,2011-05-16,16.683509482887207,spring
New York,2011-05-17,18.381861126402427,spring
New York,2011-05-18,16.798606490023765,spring
New York,2011-05-19,2.859290879165728,spring
New York,2011-05-20,21.642446998454144,spring
New York,2011-05-21,19.193504419295184,spring
New York,2011-05-22,16.04822696200709,spring
New York,2011-05-23,1.8302010493883125,spring
New York,2011-05-24,7.088669619465011,spring
New York,2011-05-25,7.092886634865182,spring
New York,2011-05-26,8.6528254577934,spring
New York,2011-05-27,19.71626608649542,spring
New York,2011-05-28,7.904803945494012,spring
New York,2011-05-29,9.520936538845143,spring
New York,2011-05-30,9.48562154049833,spring
New York,2011-05-31,15.215983960074773,spring
New York,2011-06-01,27.33826613976805,summer
New York,2011-06-02,16.855856255296363,summer
New York,2011-06-03,20.921462700057376,summer
New York,2011-06-04,28.137365966124715,summer
New York,2011-06-05,22.63971434715047,summer
New York,2011-06-06,21.046406359986907,summer
New York,2011-06-07,20.827387507205504,summer
New York,2011-06-08,28.722079794894267,summer
New York,2011-06-09,25.43946342505645,summer
New York,2011-06-10,20.297996273766827,summer
New York,2011-06-11,24.616252118264185,summer
New York,2011-06-12,23.55555730488985,summer
New York,2011-06-13,25.24903210877534,summer
New York,2011-06-14,31.80210691151924,summer
New York,2011-06-15,23.43494860589102,summer
New York,2011-06-16,17.834512876850816,summer
New York,2011-06-17,31.08409108004155,summer
New York,2011-06-18,24.716986836456286,summer
New York,2011-06-19,24.1495732245121,summer
New York,2011-06-20,29.106504987584575,summer
New York,2011-06-21,36.64625384275844,summer
New York,2011-06-22,22.002320424157297,summer
New York,2011-06-23,26.160002707275666,summer
New York,2011-06-24,18.853399486549396,summer
New York,2011-06-25,26.552684386759296,summer
New York,2011-06-26,17.587896531883803,summer
New York,2011-06-27,28.86841594183017,summer
New York,2011-06-28,35.76273330108227,summer
New York,2011-06-29,26.565192221192813,summer
New York,2011-06-30,22.945831469791948,summer
New York,2011-07-01,37.430045250854356,summer
New York,2011-07-02,30.941353333930167,summer
New York,2011-07-03,31.0716347567401,summer
New York,2011-07-04,29.727952988216607,summer
New York,2011-07-05,20.710056686072832,summer
New York,2011-07-06,26.368059014066443,summer
New York,2011-07-07,19.1034671218654,summer
New York,2011-07-08,24.977988228882637,summer
New York,2011-07-09,25.26002690085248,summer
New York,2011-07-10,25.059614923798716,summer
New York,2011-07-11,21.09743860872879,summer
New York,2011-07-12,16.079473114454206,summer
New York,2011-07-13,26.748567270468456,summer
New York,2011-07-14,36.45227928050803,summer
New York,2011-07-15,20.29239391795167,summer
New York,2011-07-16,21.402429856996516,summer
New York,2011-07-17,22.17667698801047,summer
New York,2011-07-18,24.807039915411668,summer
New York,2011-07-19,30.84588714198452,summer
New York,2011-07-20,24.638480581395225,summer
New York,2011-07-21,30.604759458254918,summer
New York,2011-07-22,34.28689865032985,summer
New York,2011-07-23,32.56316291949885,summer
New York,2011-07-24,29.699570173700906,summer
New York,2011-07-25,23.427068775551252,summer
New York,2011-07-26,30.13097912938112,summer
New York,2011-07-27,22.419005217966323,summer
New York,2011-07-28,17.053124443759494,summer
New York,2011-07-29,30.434346413106393,summer
New York,2011-07-30,28.059801440037393,summer
New York,2011-07-31,24.717286328285486,summer
New York,2011-08-01,29.5764105802089,summer
New York,2011-08-02,26.53737729361751,summer
New York,2011-08-03,23.998458176320316,summer
New York,2011-08-04,29.444542321997602,summer
New York,2011-08-05,17.20720823803409,summer
New York,2011-08-06,25.93154130700513,summer
New York,2011-08-07,19.321391905202372,summer
New York,2011-08-08,19.098750098676195,summer
New York,2011-08-09,18.470658253772594,summer
New York,2011-08-10,27.547494834451413,summer
New York,2011-08-11,27.328295304401692,summer
New York,2011-08-12,23.053861696067674,summer
New York,2011-08-13,22.59908469324569,summer
New York,2011-08-14,20.386078624860403,summer
New York,2011-08-15,26.93083024455509,summer
New York,2011-08-16,25.746373197418734,summer
New York,2011-08-17,26.395327901242815,summer
New York,2011-08-18,30.59135012063108,summer
New York,2011-08-19,28.408566913890123,summer
New York,2011-08-20,26.209752328909094,summer
New York,2011-08-21,19.85860620233854,summer
New York,2011-08-22,25.151518696828887,summer
New York,2011-08-23,25.54016103068455,summer
New York,2011-08-24,28.37419667937524,summer
New York,2011-08-25,17.261409530579673,summer
New York,2011-08-26,21.20714515118262,summer
New York,2011-08-27,19.388354789280726,summer
New York,2011-08-28,21.937144052492595,summer
New York,2011-08-29,26.82058376235715,summer
New York,2011-08-30,24.600348601930133,summer
New York,2011-08-31,23.048212213753672,summer
New York,2011-09-01,18.630635267234954,autumn
New York,2011-09-02,8.000107872606074,autumn
New York,2011-09-03,15.953052644088213,autumn
New York,2011-09-04,11.829051683891803,autumn
New York,2011-09-05,12.749412635480823,autumn
New York,2011-09-06,9.161030540813073,autumn
New York,2011-09-07,12.200929140101408,autumn
New York,2011-09-08,13.325499412465986,autumn
New York,2011-09-09,18.29860280541774,autumn
New York,2011-09-10,13.025505658728026,autumn
New York,2011-09-11,18.34969726799912,autumn
New York,2011-09-12,15.96875265603127,autumn
New York,2011-09-13,22.706846612994116,autumn
New York,2011-09-14,12.536307900084358,autumn
New York,2011-09-15,19.24213348453569,autumn
New York,2011-09-16,12.601529270691424,autumn
New York,2011-09-17,13.197487481941257,autumn
New York,2011-09-18,18.214358206641965,autumn
New York,2011-09-19,11.821538850972054,autumn
New York,2011-09-20,12.070438853810048,autumn
New York,2011-09-21,12.963733044326515,autumn
New York,2011-09-22,19.950411167295787,autumn
New York,2011-09-23,10.43423746159884,autumn
New York,2011-09-24,23.55160055478469,autumn
New York,2011-09-25,19.080993786977125,autumn
New York,2011-09-26,13.956292077607994,autumn
New York,2011-09-27,11.619138282921122,autumn
New York,2011-09-28,7.119969402984151,autumn
New York,2011-09-29,13.016303912813525,autumn
New York,2011-09-30,21.155227785931036,autumn
New York,2011-10-01,11.298240698113858,autumn
New York,2011-10-02,6.5211745839651485,autumn
New York,2011-10-03,24.56434608778736,autumn
New York,2011-10-04,9.605166214180418,autumn
New York,2011-10-05,12.597720042622198,autumn
New York,2011-10-06,24.713437925118058,autumn
New York,2011-10-07,18.920544745717407,autumn
New York,2011-10-08,9.950197349072285,autumn
New York,2011-10-09,22.702583355188153,autumn
New York,2011-10-10,7.776818406569691,autumn
New York,2011-10-11,19.328944115876087,autumn
New York,2011-10-12,16.61617896954557,autumn
New York,2011-10-13,17.753374217171867,autumn
